name,price,socket,form_factor,max_memory,memory_slots,color
MSI H110M Pro-VD,,LGA1151,Micro ATX,32,2,Black / Silver
Asus Pro B660M-C D4-CSM,129.99,LGA1700,Micro ATX,128,4,Green / Black
Gigabyte GA-AB350N-Gaming WIFI (rev. 1.0),,AM4,Mini ITX,32,2,Black / Red
Asus PRIME Z370-P II,,LGA1151,ATX,64,4,Silver / Black
Gigabyte H410M S2 V3,,LGA1200,Micro ATX,64,2,Black / Gray
EVGA Z790 CLASSIFIED,,LGA1700,EATX,128,4,Black
Asus H81M-PLUS,,LGA1150,Micro ATX,16,2,Black / Gold
Gigabyte Z590 GAMING X,,LGA1200,ATX,128,4,Black / Silver
MSI MEG Z490I UNIFY,,LGA1200,Mini ITX,64,2,Black / Silver
Intel DH61BEB3,563.54,LGA1155,Micro ATX,8,2,Green / Blue
Asus SABERTOOTH X99,,LGA2011-3,ATX,64,8,Brown / Black
ASRock B760M-C,,LGA1700,Micro ATX,192,4,Black / Silver
Gigabyte Z490 AORUS ELITE,279,LGA1200,ATX,128,4,Black / Silver
Gigabyte Z690M AORUS ELITE AX DDR4,,LGA1700,Micro ATX,128,4,Black
Asus PRIME H610M-D D4,132.92,LGA1700,Micro ATX,64,2,Silver / Black
Asus Sabertooth 990FX R2.0,,AM3+,ATX,32,4,Brown / Black
MSI X99A GAMING PRO CARBON,,LGA2011-3,ATX,128,8,Black / Silver
Gigabyte B760M GAMING AC DDR4,,LGA1700,Micro ATX,64,2,Black / Red
Asus WS X299 SAGE,511.01,LGA2066,SSI CEB,128,8,Black
ASRock H470M-HDV,,LGA1200,Micro ATX,64,2,Black / Silver
MSI PRO H610M-B DDR4,,LGA1700,Micro ATX,64,2,Black / Silver
Asus PRIME H270M-PLUS,,LGA1151,Micro ATX,64,4,Black / Silver
ASRock Z390M-ITX/ac,,LGA1151,Mini ITX,64,2,Black / Silver
Asus Zenith II Extreme,,sTRX4,EATX,256,8,Black
Asus PRIME H410M-A,,LGA1200,Micro ATX,64,2,Black
Gigabyte GA-Gaming B8,,LGA1151,ATX,64,4,Black / Green
MSI MPG Z390M GAMING EDGE AC,,LGA1151,Micro ATX,128,4,Black / Silver
MSI B250M MORTAR,,LGA1151,Micro ATX,64,4,Black / Red
Gigabyte H610M S2H V2,,LGA1700,Micro ATX,96,2,Black / Silver
Asus MAXIMUS VIII FORMULA,2591.77,LGA1151,ATX,64,4,Black / Red
Asus P7H55-M Pro,,LGA1156,Micro ATX,16,4,Black / Blue
Gigabyte GA-H61M-DS2,,LGA1155,Micro ATX,16,2,Blue / White
Asus X99-A,,LGA2011-3,ATX,64,8,Black / Silver
ASRock A88M-G/3.1,,FM2+,Micro ATX,64,4,Black / Red
Asus ROG MAXIMUS XI HERO,,LGA1151,ATX,128,4,Black / Silver
ASRock B365M Phantom Gaming 4,,LGA1151,Micro ATX,128,4,Black / Red
Gigabyte Z390 D,,LGA1151,ATX,128,4,Black / Silver
NZXT N7 Z390,,LGA1151,ATX,64,4,White / Black
MSI B365M-PRO-VH,,LGA1151,Micro ATX,32,2,Black
Gigabyte Z590I VISION D,,LGA1200,Mini ITX,64,2,Black / White
MSI PRO B660M-A WIFI,,LGA1700,Micro ATX,192,4,Black / Silver
Asus PRIME Z590M-PLUS,,LGA1200,Micro ATX,128,4,Silver / Black
Asus Q87M-E/CSM,,LGA1150,Micro ATX,32,4,Black / Gold
MSI 760GMA-P34(FX),,AM3+,Micro ATX,16,2,
Gigabyte X470 AORUS GAMING 5 WIFI,,AM4,ATX,64,4,Black / Orange
Asus PRIME A620M-A,,AM5,Micro ATX,192,4,Silver / Black
Asus ROG MAXIMUS XII FORMULA,654,LGA1200,ATX,128,4,Black
Gigabyte B550 AORUS PRO,,AM4,ATX,128,4,Black / Orange
Gigabyte B650 GAMING X AX V2,,AM5,ATX,192,4,Gray / Black
Gigabyte Z690M AORUS ELITE DDR4,,LGA1700,Micro ATX,128,4,Black
Asus PRO A520M-C II/CSM,92.99,AM4,Micro ATX,64,2,Green / Black
Gigabyte B560 AORUS PRO AX,294.89,LGA1200,ATX,128,4,Black
Gigabyte GA-Z170X-Gaming 3,,LGA1151,ATX,64,4,Black / Red
ASRock Z590 Pro4,,LGA1200,ATX,128,4,Silver / Black
MSI B150 Gaming M3,,LGA1151,ATX,64,4,Black / Red
Asus STRIX Z270G,,LGA1151,Micro ATX,64,4,Black / Silver
Gigabyte B660M GAMING X DDR4,,LGA1700,Micro ATX,128,4,Black
Gigabyte Z390 DESIGNARE,509,LGA1151,ATX,128,4,Black / Silver
MSI MEG X570 GODLIKE,,AM4,EATX,128,4,Black
Asus ROG MAXIMUS VIII HERO ALPHA,,LGA1151,ATX,64,4,Black / Red
ASRock 970A-G/3.1,,AM3+/AM3,ATX,64,4,Black / Red
ASRock B250M-HDV,,LGA1151,Micro ATX,32,2,Black / White
MSI B450M BAZOOKA V2,,AM4,Micro ATX,64,4,Black
MSI B560M PRO-VDH,,LGA1200,Micro ATX,128,4,Black
Biostar Z690 VALKYRIE,865.65,LGA1700,ATX,192,4,Black / Gray
Asus ROG MAXIMUS XI FORMULA,2173.86,LGA1151,ATX,128,4,Black
ASRock X370 Taichi,,AM4,ATX,64,4,Black / White
MSI MAG B660 TOMAHAWK WIFI,,LGA1700,ATX,192,4,Black / Silver
Asus Z97-A/USB 3.1,,LGA1150,ATX,32,4,Black / Gold
Asus Z170-E,,LGA1151,ATX,64,4,Black / Silver
Asus TUF Z270 MARK 2,,LGA1151,ATX,64,4,Black / Yellow
ASRock X470 Taichi,,AM4,ATX,64,4,Black / Silver
MSI B150M BAZOOKA,,LGA1151,Micro ATX,64,4,Black / White
MSI Z170A KRAIT GAMING 3X,,LGA1151,ATX,64,4,Black / White
Asus PRIME H270-PLUS-CSM,,LGA1151,ATX,64,4,Black / Silver
MSI Z270 GAMING M3,,LGA1151,ATX,64,4,Black / Red
Asus WS C246 PRO,380.99,LGA1151,ATX,64,4,Black / Silver
Asus Prime A320I-K,,AM4,Mini ITX,32,2,Black
Asus H170 PRO GAMING,,LGA1151,ATX,64,4,Black / Red
MSI Z170-A PRO,,LGA1151,ATX,64,4,Brown / Black
Gigabyte H370 AORUS Gaming 3 WIFI,,LGA1151,ATX,64,4,Black / Orange
ASRock B460M Pro4/ac,,LGA1200,Micro ATX,128,4,Silver / Black
Gigabyte B660 DS3H AX DDR4,,LGA1700,ATX,128,4,Black
MSI MPG Z490M GAMING EDGE WIFI,,LGA1200,Micro ATX,128,4,Black / Silver
Asus H110M-C/CSM,,LGA1151,Micro ATX,32,2,Black / Gold
MSI B350 TOMAHAWK PLUS,,AM4,ATX,64,4,Black / Red
Gigabyte Z690 AORUS XTREME,,LGA1700,EATX,192,4,Black
ASRock H670M Pro RS,139.99,LGA1700,Micro ATX,128,4,Gray / Black
Asus TUF GAMING B760M-E D4,,LGA1700,Micro ATX,128,4,Black / Orange
MSI MEG X570S UNIFY-X MAX,,AM4,ATX,64,2,Black
Asus Sabertooth Z77,,LGA1155,ATX,32,4,Brown / Black
Gigabyte GA-H110M-DS2,,LGA1151,Micro ATX,32,2,Black / Silver
MSI X470 GAMING PRO,,AM4,ATX,64,4,Black / Red
Asus ROG STRIX B460-F GAMING,,LGA1200,ATX,128,4,Black / Silver
Asus ROG Crosshair VII Hero,,AM4,ATX,64,4,Black
Asus ROG STRIX Z490-A GAMING,369.99,LGA1200,ATX,128,4,Black / Silver
Asus Maximus VI Hero,,LGA1150,ATX,32,4,
Gigabyte B360 AORUS Gaming 3 WIFI,,LGA1151,ATX,64,4,Black / Orange
MSI MPG Z590 GAMING FORCE,,LGA1200,ATX,128,4,Black
Supermicro X10SLL-F,333.49,LGA1150,Micro ATX,32,4,Black / Green
Gigabyte GA-H81M-DS2V,,LGA1150,Micro ATX,16,2,Black
MSI H410M-A PRO,,LGA1200,Micro ATX,64,2,Black / Silver
Asus TUF GAMING Z490-PLUS,,LGA1200,ATX,128,4,Black
MSI H61M-P31/W8,,LGA1155,Micro ATX,16,2,Black / Blue
Asus ROG STRIX Z270i GAMING,,LGA1151,Mini ITX,32,2,Black / Silver
ASRock X570D4U-2L2T,465.99,AM4,Micro ATX,128,4,Green / Silver
ASRock Z270 Killer SLI/ac,706.49,LGA1151,ATX,64,4,Black / White
Asus STRIX Z270H,,LGA1151,ATX,64,4,Black / Silver
MSI B360M MORTAR,,LGA1151,Micro ATX,64,4,Black
MSI Z170A GAMING M7,,LGA1151,ATX,64,4,Black / Red
Asus Q170M-C/CSM,,LGA1151,Micro ATX,64,4,Black / Gold
MSI B360 GAMING ARCTIC,,LGA1151,ATX,64,4,White
ASRock EP2C602-4L/D16,,2 x LGA2011,SSI EEB,512,16,Blue / White
MSI Z170A GAMING PRO CARBON,,LGA1151,ATX,64,4,Black / Silver
Asus H110-PLUS,,LGA1151,ATX,32,2,Black / Gold
Gigabyte X470 AORUS GAMING 7 WIFI,,AM4,ATX,64,4,Black / Orange
Gigabyte A620M H (rev. 1.0),,AM5,Micro ATX,96,2,Black
Asus TUF GAMING B560M-PLUS,,LGA1200,Micro ATX,128,4,Black / Gold
Asus TUF GAMING Z590-PLUS,,LGA1200,ATX,128,4,Silver / Black
Asus STRIX B250F GAMING,,LGA1151,ATX,64,4,Black / Silver
MSI Z270 PC MATE,,LGA1151,ATX,64,4,Black / Silver
MSI Z370 SLI PLUS,,LGA1151,ATX,64,4,Black / Gray
Asus TUF B360M-PLUS GAMING S,,LGA1151,Micro ATX,64,4,Black / Gold
ASRock A320M-DVS R4.0,,AM4,Micro ATX,32,2,Black / Silver
MSI MAG B660M MORTAR WIFI,,LGA1700,Micro ATX,192,4,Silver / Black
MSI B250M PRO-VDH,,LGA1151,Micro ATX,64,4,Brown / Black
ASRock X299E-ITX/ac,,LGA2066,Mini ITX,128,4,Black
MSI MAG B460 TOMAHAWK,,LGA1200,ATX,128,4,Black / Silver
MSI Big Bang-Marshal (B3),,LGA1155,XL ATX,32,4,Black / Blue
MSI Z170A SLI PLUS,,LGA1151,ATX,64,4,Black / Silver
Gigabyte GA-B365M-H,,LGA1151,Micro ATX,32,2,Black / Red
Asus PRIME B560-PLUS AC-HES,,LGA1200,ATX,128,4,Silver / Black
MSI MEG Z490 UNIFY,350,LGA1200,ATX,128,4,Black / Silver
ASRock X299 Steel Legend,370.1,LGA2066,ATX,256,8,Silver / Black
NZXT N7 Z490,,LGA1200,ATX,128,4,White / Black
MSI PRO B660M-P DDR4,,LGA1700,Micro ATX,128,4,Black / Silver
ASRock Z590 Steel Legend,,LGA1200,ATX,128,4,Silver / Black
Supermicro MBD-X10DAL-I-O,,2 x LGA2011-3,ATX,512,8,Black / Green
Gigabyte B550M GAMING,,AM4,Micro ATX,64,2,Black / Silver
Gigabyte GA-Z97X-SLI,,LGA1150,ATX,32,4,Black / Red
Asus PRIME A320M-E,165,AM4,Micro ATX,64,2,Black / Silver
Asus ROG MAXIMUS X HERO,,LGA1151,ATX,64,4,Black
ASRock H110M-DGS,,LGA1151,Micro ATX,32,2,Black / Orange
Asus STRIX H270F GAMING,,LGA1151,ATX,64,4,Black / Silver
MSI PRO B760M-G DDR4,174.55,LGA1700,Micro ATX,64,2,Black
MSI MAG B560 TORPEDO,,LGA1200,ATX,128,4,Black / Blue
Gigabyte H410M H,,LGA1200,Micro ATX,64,2,Black / Silver
Biostar B550T-SILVER,,AM4,Mini ITX,64,2,Black / Silver
ASRock X399D8A-2T,,sTR4,ATX,256,8,Green / Blue
ASRock B760M PG Riptide Wifi,,LGA1700,Micro ATX,192,4,Black
Gigabyte GA-Z170XP-SLI,,LGA1151,ATX,64,4,Black / Red
MSI PRO Z790-P DDR4,,LGA1700,ATX,128,4,Black / Silver
Gigabyte B560M AORUS PRO AX,,LGA1200,Micro ATX,128,4,Black / Silver
Gigabyte Z690I AORUS ULTRA LITE,,LGA1700,Mini ITX,96,2,Black
Gigabyte H310M A,,LGA1151,Micro ATX,32,2,Silver / Brown
Asus 970 PRO GAMING/AURA,,AM3+,ATX,32,4,Black / Red
Asus ROG STRIX B360-H GAMING,,LGA1151,ATX,64,4,Red / Black
Gigabyte B760 AORUS ELITE,,LGA1700,ATX,192,4,Black
Gigabyte GA-Z87X-D3H,,LGA1150,ATX,32,4,Black / Gray
MSI A68HM-GRENADE,173.1,FM2+,Micro ATX,32,2,Brown / Black
Gigabyte Z390 M GAMING,,LGA1151,Micro ATX,128,4,Black / Red
MSI X79MA-GD45,,LGA2011,Micro ATX,64,4,Black / Blue
Asus RAMPAGE V EXTREME,,LGA2011-3,EATX,64,8,Black / Red
Gigabyte GA-H110M-H,,LGA1151,Micro ATX,32,2,Black / Silver
MSI B350M MORTAR,,AM4,Micro ATX,64,4,Black / Red
Gigabyte GA-AB350M-DS3H V2,,AM4,Micro ATX,64,4,Black
MSI MAG B660 TOMAHAWK EVA e-PROJECT,,LGA1700,ATX,192,4,Purple / Black
Gigabyte GA-Z77X-UD3H,,LGA1155,ATX,32,4,Black / Blue
Asus ROG Strix Z370-H Gaming,,LGA1151,ATX,64,4,Black / Red
Asus PRIME B360M-K,,LGA1151,Micro ATX,32,2,Black / Silver
Asus TUF GAMING B460-PLUS,,LGA1200,ATX,128,4,Black / Gold
ASRock B560 Pro4,,LGA1200,ATX,128,4,Silver / Black
Gigabyte GA-Z97-HD3,,LGA1150,ATX,32,4,Black / Gold
ASRock AB350M,,AM4,Micro ATX,32,2,Black / White
MSI B360M PRO-VDH,,LGA1151,Micro ATX,64,4,Black
Asus PRIME X670-P WIFI-CSM,,AM5,ATX,192,4,Silver / Black
MSI Z270 GAMING M5,481.49,LGA1151,ATX,64,4,Black / Silver
MSI Z87-G41 PC Mate,249,LGA1150,ATX,32,4,Black / Blue
MSI MEG B550 UNIFY,,AM4,ATX,128,4,Black / Silver
Asus H81M-E,,LGA1150,Micro ATX,16,2,Black / Gold
Gigabyte GA-EP45-UD3R,,LGA775,ATX,16,4,Multicolor
Asus ROG ZENITH EXTREME,,sTR4,EATX,128,8,Black / Silver
Asus ROG STRIX B360-G GAMING,,LGA1151,Micro ATX,64,4,Red / Black
Asus ROG STRIX Z370-G GAMING (WI-FI AC),,LGA1151,Micro ATX,64,4,Black / Silver
Asus P8Z77-V LK,,LGA1155,ATX,32,4,Black / Blue
Gigabyte GA-Z97X-Gaming 5,,LGA1150,ATX,32,4,Black / Red
MSI B350 GAMING PRO CARBON,,AM4,ATX,64,4,Black
Asus Prime B360-Plus,,LGA1151,ATX,64,4,Black / Gray
ASRock H510M-HVS,,LGA1200,Micro ATX,64,2,Silver / Black
Gigabyte GA-Z170-HD3P,,LGA1151,ATX,64,4,Black
ASRock AB350 Gaming-ITX/ac,,AM4,Mini ITX,32,2,Black / Red
Gigabyte GA-990FXA-UD3,,AM3+,ATX,32,4,Black / Silver
Asus P8H61-M LX3 R2.0,,LGA1155,Micro ATX,16,2,Black / Blue
MSI B450M PRO-VDH PLUS,,AM4,Micro ATX,64,4,Black
Gigabyte B560M AORUS ELITE,,LGA1200,Micro ATX,128,4,Black
Gigabyte MW50-SV0,,LGA2011-3,ATX,256,8,Blue / Black
Asus ASUS B85M-E,,LGA1150,Micro ATX,32,4,Black / Gold
Gigabyte GA-B150M-D3H,,LGA1151,Micro ATX,64,4,Black / Silver
Gigabyte Z690I AORUS ULTRA,,LGA1700,Mini ITX,96,2,Black / Silver
Gigabyte GA-78LMT-S2,,AM3+,Micro ATX,16,2,Blue / White
Gigabyte GA-Z270X-Ultra Gaming,,LGA1151,ATX,64,4,Black / Silver
MSI H110M PRO-VH PLUS,,LGA1151,Micro ATX,32,2,Brown
ASRock H610M-ITX/eDP,156.45,LGA1700,Mini ITX,64,2,Silver / Black
Biostar B550MX/E PRO,,AM4,Micro ATX,128,4,Black / Silver
Asus PRIME B250M-K,,LGA1151,Micro ATX,32,2,Black / Silver
Asus TUF X299 MARK 2,,LGA2066,ATX,128,8,Black
Gigabyte B660-AORUS-ELITE-DDR4,,LGA1700,ATX,128,4,Black
Gigabyte Z490I AORUS ULTRA,,LGA1200,Mini ITX,64,2,Black / Silver
Gigabyte X570S AORUS PRO AX,,AM4,ATX,128,4,Black / Gray
Asus M5A97 LE R2.0,,AM3+,ATX,32,4,Black / Blue
MSI H110M PRO-D,,LGA1151,Micro ATX,32,2,Black / Silver
Gigabyte B365 M AORUS ELITE,,LGA1151,Micro ATX,64,4,Black / Orange
Gigabyte A520M AORUS ELITE,,AM4,Micro ATX,128,4,Black / Orange
Gigabyte Z790 AORUS ELITE,,LGA1700,ATX,192,4,Black
Foxconn A7DA-S 3.0,90,AM3,ATX,8,4,
MSI MEG Z490 ACE,398,LGA1200,ATX,128,4,Black / Gold
ASRock H510M-ITX/ac,,LGA1200,Mini ITX,64,2,Silver / Black
MSI B550M PRO,,AM4,Micro ATX,64,2,Black
ASRock X99 Extreme11,,LGA2011-3,EATX,128,8,Black / Blue
Gigabyte GA-X99M-GAMING 5,,LGA2011-3,Micro ATX,32,4,Black / Red
Asus X99-DELUXE II,,LGA2011-3,ATX,128,8,Black / White
MSI Z370 PC PRO,,LGA1151,ATX,64,4,Black / White
Biostar Z790 VALKYRIE,,LGA1700,ATX,192,4,Black
Asus Sabertooth X58,,LGA1366,ATX,24,6,Brown / Black
Asus PRIME A520M-R,,AM4,Micro ATX,64,2,Silver / Black
EVGA X299 Micro,,LGA2066,Micro ATX,128,4,Black
Asus Sabertooth X79,,LGA2011,ATX,64,8,Brown / Black
ASRock Z370M Pro4,,LGA1151,Micro ATX,64,4,Black / Silver
Asus TUF H310M-PLUS GAMING,,LGA1151,Micro ATX,32,2,Black / Gold
MSI Creator TRX40,,sTRX4,EATX,256,8,Black / Silver
ASRock Z490 Phantom Gaming 4,,LGA1200,ATX,128,4,Black / Gray
Asus PRIME Z490-V,,LGA1200,ATX,128,4,Black / Silver
ASRock B660 Steel Legend,,LGA1700,ATX,128,4,Silver / Black
Biostar Z690GTA,,LGA1700,ATX,128,4,Blue / Black
Asus PRIME B365M-K,,LGA1151,Micro ATX,32,2,Black / Silver
Gigabyte Z690 GAMING X,,LGA1700,ATX,192,4,Black / Gray
MSI X470 GAMING PRO MAX,,AM4,ATX,128,4,Black / Silver
Gigabyte GA-X79S-UP5-WIFI,,LGA2011,EATX,64,8,Black / Blue
Asus Crosshair V Formula-Z,,AM3+,ATX,32,4,Black / Red
Gigabyte GA-Z97X-Gaming 3,,LGA1150,ATX,32,4,Black / Red
Asus Z10PE-D8 WS,,2 x LGA2011-3,SSI EEB,512,8,Black / Gold
MSI B360-A PRO,,LGA1151,ATX,64,4,Brown
ASRock B660M Pro RS/D5,,LGA1700,Micro ATX,192,4,Black / Gray
Gigabyte B660M GAMING AC DDR4,,LGA1700,Micro ATX,64,2,Black / Red
Gigabyte GA-AX370-GAMING 5,,AM4,ATX,64,4,Black / White
Gigabyte GA-H61M-S2PV(R2.0),,LGA1155,Micro ATX,16,2,Blue / White
Gigabyte GA-Z170X-Gaming 5,,LGA1151,ATX,64,4,Black / Red
Gigabyte GA-H170-GAMING 3,,LGA1151,ATX,64,4,Black / Red
MSI B250 PC MATE,,LGA1151,ATX,64,4,Black / White
Gigabyte GA-B250M-D3H,,LGA1151,Micro ATX,64,4,Black / Gold
MSI A320M PRO-M2 V2,,AM4,Micro ATX,32,2,Brown / Black
ASRock A520M/ac,,AM4,Micro ATX,64,2,Black / Silver
Asus PRIME X670-P-CSM,,AM5,ATX,192,4,Silver / Black
Gigabyte X570 AORUS PRO,,AM4,ATX,128,4,Black / Silver
MSI H81M-E33,,LGA1150,Micro ATX,16,2,Black / Blue
Gigabyte GA-Z170-HD3 DDR3,,LGA1151,ATX,64,4,Black / Gold
Asus ROG STRIX B360-I GAMING,,LGA1151,Mini ITX,32,2,Black / Silver
ASRock X470 Master SLI/AC,,AM4,ATX,64,4,Black / Silver
Asus PRIME B560M-K,,LGA1200,Micro ATX,64,2,Silver / Black
ASRock Fatal1ty AB350 Gaming K4,,AM4,ATX,64,4,Black / Red
ASRock Z690 Steel Legend WiFi 6E,,LGA1700,ATX,128,4,Silver / Black
Intel DQ45CB,,LGA775,Micro ATX,8,4,Green / Blue
ASRock B360M-HDV,,LGA1151,Micro ATX,32,2,Black / Silver
Supermicro MBD-X11SSL-O,267.72,LGA1151,Micro ATX,64,4,Black / Green
Gigabyte Z590 AORUS ELITE,294.94,LGA1200,ATX,128,4,Black
Asus ROG MAXIMUS XII EXTREME,550,LGA1200,EATX,128,4,Black
Asus TUF GAMING B450M-PRO S,,AM4,Micro ATX,128,4,Black
Biostar TB250-BTC,,LGA1151,ATX,32,2,Black / Yellow
MSI Z97-Gaming 3,,LGA1150,ATX,32,4,Black / Red
Gigabyte GA-H97N-WIFI,,LGA1150,Mini ITX,16,2,Black / Silver
Asus Z170-K,,LGA1151,ATX,64,4,Black / Gold
Gigabyte B660 GAMING X DDR4,,LGA1700,ATX,128,4,Black
Supermicro MBD-X11SAE-F-O,281.06,LGA1151,ATX,64,4,Black / Green
Asus ROG Maximus XIII Extreme,807.99,LGA1200,EATX,128,4,Silver / Black
Asus ROG STRIX Z590-F GAMING WIFI,,LGA1200,ATX,128,4,Black / Silver
ASRock A320M-DGS,,AM4,Micro ATX,32,2,Black / Silver
ASRock H370M Pro4,,LGA1151,Micro ATX,64,4,Black / Silver
Gigabyte A520M DS3H AC,,AM4,Micro ATX,128,4,Black
EVGA Z690 DARK K|NGP|N,,LGA1700,EATX,64,2,Black / Gold
MSI MPG Z590M GAMING EDGE WIFI,,LGA1200,Micro ATX,128,4,Black
Gigabyte Z590 VISION D,,LGA1200,ATX,128,4,Black / White
ASRock H610M-HDV/M.2 R2.0,,LGA1700,Micro ATX,64,2,Silver / Black
MSI MAG A520M VECTOR WIFI,,AM4,Micro ATX,64,2,Black
Asus Pro WS X570-ACE,549.99,AM4,ATX,128,4,Black
Gigabyte H610M H V2,,LGA1700,Micro ATX,96,2,Brown / Black
Gigabyte Z370 AORUS GAMING WIFI (rev. 1.0),406.49,LGA1151,ATX,64,4,Black / Red
ASRock X299 Taichi CLX,,LGA2066,ATX,256,8,Black / Silver
Gigabyte B550 AORUS PRO AX,,AM4,ATX,128,4,Black
MSI H510M PRO-E,,LGA1200,Micro ATX,64,2,Black / Silver
ASRock B85M Pro4,,LGA1150,Micro ATX,32,4,Brown / Black
ASRock X99 Taichi,,LGA2011-3,ATX,128,8,Black / White
MSI Z270 GAMING PLUS,,LGA1151,ATX,64,4,Black / Red
Gigabyte H370M D3H GSM,,LGA1151,Micro ATX,64,4,Black / Silver
MSI MAG B760M MORTAR MAX WIFI,,LGA1700,Micro ATX,192,4,Silver / Black
MSI Z97-G45 Gaming,,LGA1150,ATX,32,4,Black / Red
Asus Z97-AR,,LGA1150,ATX,32,4,Black / Silver
Asus X99-DELUXE,,LGA2011-3,ATX,64,8,Black / White
Asus MAXIMUS VII IMPACT,,LGA1150,Mini ITX,16,2,Black / Red
MSI Z97A GAMING 6,,LGA1150,ATX,32,4,Black / Red
Gigabyte GA-Z170-HD3,,LGA1151,ATX,64,4,Black / Gold
Asus STRIX B250H Gaming,,LGA1151,ATX,64,4,Black / Red
Gigabyte X399 AORUS PRO,,sTR4,ATX,128,8,Black / Silver
Gigabyte C246-WU4,,LGA1151,ATX,128,4,Black / Silver
Asus ROG STRIX B365-F GAMING,,LGA1151,ATX,64,4,
Gigabyte Z790 AORUS PRO X WIFI7,,LGA1700,ATX,192,4,Black
Asus PRO H610M-CT D4-CSM,109.99,LGA1700,Micro ATX,64,2,Green / Black
Gigabyte Z490 UD,279.99,LGA1200,ATX,128,4,Black / Silver
Asus PRIME H510M-D,215.09,LGA1200,Micro ATX,64,2,Black / Silver
Supermicro C9X299-PGF,889.99,LGA2066,ATX,128,8,Black
MSI Z270 GAMING M7,,LGA1151,ATX,64,4,Black / Silver
ASRock AB350M-HDV,,AM4,Micro ATX,32,2,Black / White
Gigabyte Z370XP SLI (rev. 1.0),,LGA1151,ATX,64,4,Black / White
MSI B350I PRO AC,,AM4,Mini ITX,32,2,Brown / Black
MSI Z270I GAMING PRO CARBON AC,401.99,LGA1151,Mini ITX,32,2,Black / Silver
Biostar H610MHP,,LGA1700,Micro ATX,64,2,Brown / Black
Asus M5A99X EVO R2.0,,AM3+,ATX,32,4,Black / Blue
MSI Z77 MPOWER,,LGA1155,ATX,32,4,Black / Yellow
ASRock H61M-VG3,,LGA1155,Micro ATX,16,2,Black / Blue
Gigabyte GA-B85M-DS3H-A,,LGA1150,Micro ATX,32,4,Black
MSI X370 SLI PLUS,,AM4,ATX,64,4,Black / White
MSI A520M PRO-VH,,AM4,Micro ATX,64,2,Black
Asus PRIME H610M-R D4-CSM,,LGA1700,Micro ATX,64,2,Black
Gigabyte B660 AORUS Master,401.59,LGA1700,ATX,192,4,Black
ASRock H410M-HDV,,LGA1200,Micro ATX,64,2,Black / Silver
Gigabyte GA-H81M-S2H,,LGA1150,Micro ATX,16,2,Black / Silver
Asus B150M-A/M.2,,LGA1151,Micro ATX,64,4,Black / Gold
Asus CROSSHAIR VI HERO (WI-FI AC),,AM4,ATX,64,4,Black / Gray
MSI Z370 GAMING M5,,LGA1151,ATX,64,4,Black
ASRock Z590 Phantom Gaming 4,350,LGA1200,ATX,128,4,Silver / Black
MSI MEG B550 UNIFY-X,,AM4,ATX,64,2,Black
Asus PRIME H770-PLUS,,LGA1700,ATX,192,4,Silver / Black
ASRock B460M-HDV,,LGA1200,Micro ATX,64,2,Black
Asus H97-PLUS,,LGA1150,ATX,32,4,Black / Gold
Asus MAXIMUS VIII RANGER,,LGA1151,ATX,64,4,Black / Red
Asus Z170M-PLUS,,LGA1151,Micro ATX,64,4,Black / Gold
Asus TUF GAMING B460M-PLUS,,LGA1200,Micro ATX,128,4,Black / Gold
MSI PRO Z790-P,,LGA1700,ATX,192,4,Black / Silver
MSI PRO B660M-G,,LGA1700,Micro ATX,96,2,Black / Silver
Gigabyte X299 UD4 Pro,,LGA2066,ATX,128,8,Black
Asus PRIME B250-PLUS,,LGA1151,ATX,64,4,Black / Red
MSI Z370 TOMAHAWK,,LGA1151,ATX,64,4,Black / Gray
ASRock Z390 Phantom Gaming-ITX/ac,,LGA1151,Mini ITX,64,2,Black / Silver
ASRock H310CM-HDV/M.2,,LGA1151,Micro ATX,32,2,Black
Asus PRIME B760M-A-CSM,,LGA1700,Micro ATX,128,4,Silver / Black
Biostar B660T-SILVER,,LGA1700,Mini ITX,64,2,Silver / Black
ASRock Z490M-ITX/ac,,LGA1200,Mini ITX,64,2,Black / Silver
Asus PRIME Z590-V,,LGA1200,ATX,128,4,Silver / Black
Intel DB75EN,,LGA1155,Micro ATX,32,4,Green / Blue
ASRock 990FX Extreme9,,AM3+,ATX,64,4,Black / Gold
ASRock Z97 Anniversary,,LGA1150,ATX,32,4,Black / Blue
Asus Z170-AR,,LGA1151,ATX,64,4,Black / White
Asus H110M-E/M.2,,LGA1151,Micro ATX,32,2,Black / Gold
Asus TUF SABERTOOTH 990FX R3.0,,AM3+/AM3,ATX,32,4,Black
MSI H110M PRO-VD PLUS,,LGA1151,Micro ATX,32,2,Black / White
Gigabyte X670 AORUS ELITE AX (rev. 1.1),,AM5,ATX,192,4,Black
Asus PRO Q570M-C/CSM,164.99,LGA1200,Micro ATX,128,4,Green / Black
Gigabyte Z490 AORUS MASTER,579,LGA1200,ATX,128,4,Black / Silver
Asus ROG STRIX Z490-G GAMING (WI-FI),,LGA1200,Micro ATX,128,4,Black
Gigabyte GA-H81M-DS2,,LGA1150,Micro ATX,16,2,Black
Asus H110I-PLUS,,LGA1151,Mini ITX,32,2,Black / Gold
ASRock Z390 STEEL LEGEND,,LGA1151,ATX,128,4,Silver / Black
Gigabyte GA-B365M-D3H,,LGA1151,Micro ATX,64,4,Black / Silver
